ticker,company_name,industry_group,sector_detail,company_type
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
KKC,Công ty Cổ phần Tập đoàn Thành Thái,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Bất động sản,Bất động sản,CT
LPT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT
NDW,Công ty Cổ phần Cấp nước Nam Định,"Điện, nước & xăng dầu khí đốt",Nước,CT
CMI,Công ty Cổ phần CMISTONE Việt Nam,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CKG,Công ty Cổ phần Tập đoàn CIC,Bất động sản,Bất động sản,CT
MTP,Công ty Cổ phần Dược Medipharco,Y tế,Dược phẩm,CT
CCA,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng và Vật liệu,Xây dựng,CT
AVC,Công ty Cổ phần Thủy điện A Vương,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
DHC,Công ty Cổ phần Đông Hải Bến Tre,Tài nguyên Cơ bản,Sản xuất giấy,CT
DNW,Công ty Cổ phần Cấp nước Đồng Nai,"Điện, nước & xăng dầu khí đốt",Nước,CT
DTL,Công ty Cổ phần Đại Thiên Lộc,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
CTA,Công ty Cổ phần Vinavico,Xây dựng và Vật liệu,Xây dựng,CT
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
SSH,Công ty Cổ phần Phát triển Sunshine Homes,Bất động sản,Bất động sản,CT
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
GEG,Công ty Cổ phần Điện Gia Lai,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,"Điện, nước & xăng dầu khí đốt",Nước,CT
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
V21,Công ty Cổ phần Vinaconex 21,Bất động sản,Bất động sản,CT
FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
VC5,Công ty Cổ phần Xây dựng Số 5,Xây dựng và Vật liệu,Xây dựng,CT
HLO,Công Ty Cổ Phần Công Nghệ Ha Lô,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
ACB,Ngân hàng Thương mại Cổ phần Á Châu,Ngân hàng,Ngân hàng,NH
HNI,Công ty Cổ phần May Hữu Nghị,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Xây dựng và Vật liệu,Xây dựng,CT
XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Bất động sản,Bất động sản,CT
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,Thiết bị viễn thông,CT
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Thực phẩm và đồ uống,Thực phẩm,CT
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Bất động sản,Bất động sản,CT
HPH,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
CAT,Công ty Cổ phần Thủy sản Cà Mau,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Bất động sản,Bất động sản,CT
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
HPW,Công ty Cổ phần Cấp nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",Nước,CT
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,Dịch vụ tài chính,Môi giới chứng khoán,CK
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,Xây dựng và Vật liệu,Xây dựng,CT
MCM,Công ty Cổ phần Giống bò sữa Mộc Châu,Thực phẩm và đồ uống,Thực phẩm,CT
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,Phân phối hàng chuyên dụng,CT
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
X26,Công ty Cổ phần 26,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Thực phẩm và đồ uống,Sản xuất bia,CT
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
SBB,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Thực phẩm và đồ uống,Sản xuất bia,CT
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Tài nguyên Cơ bản,Nhôm,CT
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Thực phẩm và đồ uống,Sản xuất bia,CT
SJM,Công ty Cổ phần Sunspace Holdings,Xây dựng và Vật liệu,Xây dựng,CT
SJS,Công ty Cổ phần SJ Group,Bất động sản,Bất động sản,CT
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
SVN,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
SZB,Công ty Cổ phần Sonadezi Long Bình,Bất động sản,Bất động sản,CT
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
DCR,Công ty Cổ phần Gạch men COSEVCO,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
LIC,Tổng Công ty LICOGI - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng,CT
MEF,Công ty Cổ phần MEINFA,Y tế,Dụng cụ y tế,CT
MML,Công ty Cổ phần Masan MEATLife,Thực phẩm và đồ uống,Thực phẩm,CT
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Xây dựng và Vật liệu,Xây dựng,CT
CET,Công ty Cổ phần HTC Holding,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,Bất động sản,CT
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Y tế,Dụng cụ y tế,CT
BRC,Công ty Cổ phần Cao su Bến Thành,Hóa chất,"Nhựa, cao su & sợi",CT
GPC,Công ty Cổ phần Tập đoàn Green+,Y tế,Dược phẩm,CT
LDG,Công ty Cổ phần Đầu tư LDG,Bất động sản,Bất động sản,CT
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
APC,Công ty Cổ phần Chiếu xạ An Phú,Y tế,Công nghệ sinh học,CT
GMX,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
MCG,Công ty Cổ phần Năng lượng và Bất động sản MCG,Xây dựng và Vật liệu,Xây dựng,CT
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Xây dựng và Vật liệu,Xây dựng,CT
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,"Điện, nước & xăng dầu khí đốt",Nước,CT
BOT,Công ty Cổ phần BOT Cầu Thái Hà,Xây dựng và Vật liệu,Xây dựng,CT
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Du lịch và Giải trí,Khách sạn,CT
DDV,Công ty Cổ phần DAP - Vinachem,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
RGG,Công ty Cổ phần Regal Group,Bất động sản,Bất động sản,CT
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Môi giới chứng khoán,CK
BRR,Công ty Cổ phần Cao su Bà Rịa,Hóa chất,"Nhựa, cao su & sợi",CT
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Xây dựng và Vật liệu,Xây dựng,CT
DDB,Công ty Cổ Phần Thương Mại Và Xây Dựng Đông Dương,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
DHM,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Tài nguyên Cơ bản,Khai khoáng,CT
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
FCS,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Thực phẩm và đồ uống,Thực phẩm,CT
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Y tế,Dược phẩm,CT
VIH,Công ty Cổ phần Viglacera Hà Nội,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
BLT,Công ty Cổ phần Lương thực Bình Định,Thực phẩm và đồ uống,Thực phẩm,CT
FOX,Công ty Cổ phần Viễn thông FPT,Viễn thông,Viễn thông cố định,CT
GCF,Công ty Cổ phần Thực phẩm G.C,Thực phẩm và đồ uống,Thực phẩm,CT
GLC,Công ty Cổ phần Vàng Lào Cai,Tài nguyên Cơ bản,Khai thác vàng,CT
GMA,Công ty Cổ phần G-Automobile,Ô tô và phụ tùng,Sản xuất ô tô,CT
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Bán lẻ,Phân phối thực phẩm,CT
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
DVM,Công ty Cổ phần Dược liệu Việt Nam,Y tế,Dược phẩm,CT
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Y tế,Dược phẩm,CT
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Dịch vụ tài chính,Môi giới chứng khoán,CK
CMX,Công ty Cổ phần CAMIMEX Group,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Truyền thông,Giải trí & Truyền thông,CT
TD6,Công ty Cổ Phần Than Đèo Nai - Cọc Sáu - TKV,Tài nguyên Cơ bản,Khai thác Than,CT
PCH,Công ty Cổ phần Nhựa Picomat,Hóa chất,"Nhựa, cao su & sợi",CT
CJC,Công ty Cổ phần Cơ điện Miền Trung,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Y tế,Dược phẩm,CT
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Dịch vụ tài chính,Môi giới chứng khoán,CK
HLY,Công ty Cổ phần Gốm xây dựng Yên Hưng,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
HMS,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng,CT
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Bảo hiểm,Bảo hiểm phi nhân thọ,BH
BVB,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng,Ngân hàng,NH
BHC,Công ty Cổ phần Bê tông Biên Hòa,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
IDC,Tổng Công ty IDICO - CTCP,Bất động sản,Bất động sản,CT
DCV,Công ty Cổ phần Quản Lý Quỹ đầu tư Dragon Capital Việt Nam,Dịch vụ tài chính,Quản lý tài sản,CT
KDC,Công ty Cổ phần Tập đoàn KIDO,Thực phẩm và đồ uống,Thực phẩm,CT
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,Ngân hàng,NH
KLB,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng,Ngân hàng,NH
HTE,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
LIX,Công ty Cổ phần Bột Giặt LIX,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
LO5,Công ty Cổ phần Lilama 5,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,"Điện, nước & xăng dầu khí đốt",Nước,CT
MDA,Công ty Cổ phần Môi trường Đô thị Đông Anh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
WCS,Công ty Cổ phần Bến xe Miền Tây,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
NHH,Công ty Cổ phần Nhựa Hà Nội,Hóa chất,"Nhựa, cao su & sợi",CT
OPC,Công ty Cổ phần Dược Phẩm OPC,Y tế,Dược phẩm,CT
VPL,Công ty Cổ phần Vinpearl,Du lịch và Giải trí,Dịch vụ giải trí,CT
PTP,Công ty Cổ phần PTP,Viễn thông,Viễn thông cố định,CT
PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
PTB,Công ty Cổ phần Phú Tài,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
NKG,Công ty Cổ phần Thép Nam Kim,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Xây dựng và Vật liệu,Xây dựng,CT
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Du lịch và Giải trí,Nhà hàng và quán bar,CT
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Bất động sản,Bất động sản,CT
RDP,Công ty Cổ phần Rạng Đông Holding,Hóa chất,"Nhựa, cao su & sợi",CT
S74,Công ty Cổ phần Sông Đà 7.04,Xây dựng và Vật liệu,Xây dựng,CT
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Thực phẩm và đồ uống,Thực phẩm,CT
SPV,Công ty Cổ phần Thủy Đặc Sản,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
SIV,Công ty Cổ phần SIVICO,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
ST8,Công ty Cổ phần Tập đoàn ST8,Công nghệ Thông tin,Thiết bị văn phòng,CT
RTB,Công ty Cổ phần Cao su Tân Biên,Hóa chất,"Nhựa, cao su & sợi",CT
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Bất động sản,Bất động sản,CT
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản,Bất động sản,CT
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Bất động sản,Bất động sản,CT
BAX,Công ty Cổ phần Thống Nhất,Xây dựng và Vật liệu,Xây dựng,CT
GDA,Công ty Cổ phần Tôn Đông Á,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,Ngân hàng,NH
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Bất động sản,Bất động sản,CT
AVF,Công ty Cổ phần Việt An,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
BVG,Công ty Cổ phần Group Bắc Việt,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
CAD,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,Xây dựng và Vật liệu,Xây dựng,CT
SGP,Công ty Cổ phần Cảng Sài Gòn,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
HU6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,Bất động sản,Bất động sản,CT
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
DOC,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Xây dựng và Vật liệu,Xây dựng,CT
PHN,Công ty Cổ phần Pin Hà Nội,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Y tế,Dược phẩm,CT
UPH,Công ty Cổ phần Dược phẩm TW25,Y tế,Dược phẩm,CT
DSD,Công ty cổ phần DHC Suối Đôi,Du lịch và Giải trí,Dịch vụ giải trí,CT
DP3,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Y tế,Dược phẩm,CT
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
VBH,Công ty Cổ phần Điện tử Bình Hòa,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
FTS,Công ty Cổ phần Chứng khoán FPT,Dịch vụ tài chính,Môi giới chứng khoán,CK
VCI,Công ty Cổ phần Chứng khoán Vietcap,Dịch vụ tài chính,Môi giới chứng khoán,CK
DSC,Công ty Cổ phần Chứng khoán DSC,Dịch vụ tài chính,Môi giới chứng khoán,CK
CST,Công ty Cổ phần Than Cao Sơn - TKV,Tài nguyên Cơ bản,Khai thác Than,CT
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Dịch vụ tài chính,Môi giới chứng khoán,CK
GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Hàng cá nhân & Gia dụng,Điện tử tiêu dùng,CT
VGP,Công ty Cổ phần Cảng Rau Quả,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT
BLI,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,Bảo hiểm,Bảo hiểm phi nhân thọ,BH
LIG,Công ty Cổ phần Licogi 13,Xây dựng và Vật liệu,Xây dựng,CT
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
L61,Công ty Cổ phần Lilama 69-1,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
CHP,Công ty Cổ phần Thủy điện Miền Trung,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
DRG,Công ty Cổ phần Cao su Đắk Lắk,Hóa chất,"Nhựa, cao su & sợi",CT
CTS,Công ty Cổ phần Chứng khoán Vietinbank,Dịch vụ tài chính,Môi giới chứng khoán,CK
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,Hóa chất,"Nhựa, cao su & sợi",CT
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Xây dựng và Vật liệu,Xây dựng,CT
HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Bán lẻ,Bán lẻ phức hợp,CT
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản,Bất động sản,CT
VKC,Công ty Cổ phần VKC Holdings,Ô tô và phụ tùng,Lốp xe,CT
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
HRB,Công ty Cổ phần Harec Đầu tư và Thương Mại,Bất động sản,Bất động sản,CT
VMS,Công ty Cổ phần Phát triển Hàng Hải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Bất động sản,Bất động sản,CT
ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Xây dựng và Vật liệu,Xây dựng,CT
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Thực phẩm và đồ uống,Thực phẩm,CT
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Tài nguyên Cơ bản,Khai khoáng,CT
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Du lịch và Giải trí,Khách sạn,CT
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
